CONSÓRCIO/EMPRESA	SERVIÇO	LINHA	INTEGRAÇÃO	CIRCULARDENOMINAÇÃO		EXTENSÃO	TARIFA	PEDÁGIO	INTEGRAÇÃO	+ PEDÁGIO
TRIÂNGULO	COMUM	359	211	-	Integração com LINHA 11 CORAL DA CPTM-SAO BERNARDO DO CAMPO (PACO MUNICIPAL) - LINHA 11 COR	20.200	4,70	-	2,12	6,82
TRIÂNGULO	COMUM	359	212	-	Integração com LINHA 12 SAFIRA DA CPTM-SAO BERNARDO DO CAMPO (PACO MUNICIPAL) - LINHA 12 SAFI	20.200	4,70	-	2,12	6,82
TRIÂNGULO	COMUM	359	215	-	Integração com LINHA 15 PRATA DO METRO-SAO BERNARDO DO CAMPO (PACO MUNICIPAL) - LINHA 15 PR	20.200	4,70	-	2,12	6,82
TUCURUVI	COMUM	008	-	-	SAO CAETANO DO SUL (NOVA GERTI)- SAO PAULO (TERMINAL SACOMA)	9.867	4,25	-	-	4,25
TUCURUVI	COMUM	008	201	-	Integração com LINHA 1 AZUL DO METRO-SAO CAETANO DO SUL (NOVA GERTI) - LINHA 1 AZUL DO METRO	9.867	4,25	-	2,12	6,37
TUCURUVI	COMUM	008	202	-	Integração com LINHA 2 VERDE DO METRO-SAO CAETANO DO SUL (NOVA GERTI) - LINHA 2 VERDE DO MET	9.867	4,25	-	2,12	6,37
TUCURUVI	COMUM	008	203	-	Integração com LINHA 3 VERMELHA DO METRO-SAO CAETANO DO SUL (NOVA GERTI) - LINHA 3 VERMELHA	9.867	4,25	-	2,12	6,37
TUCURUVI	COMUM	008	204	-	Integração com LINHA 4 AMARELA DO METRO-SAO CAETANO DO SUL (NOVA GERTI) - LINHA 4 AMARELA DO	9.867	4,25	-	2,12	6,37
TUCURUVI	COMUM	008	205	-	Integração com LINHA 5 LILAS DO METRO-SAO CAETANO DO SUL (NOVA GERTI) - LINHA 5 LILAS DO METRO	9.867	4,25	-	2,12	6,37
TUCURUVI	COMUM	008	207	-	Integração com LINHA 7 RUBI DA CPTM-SAO CAETANO DO SUL (NOVA GERTI) - LINHA 7 RUBI DA CPTM	9.867	4,25	-	2,12	6,37
TUCURUVI	COMUM	008	208	-	Integração com LINHA 8 DIAMANTE DA CPTM-SAO CAETANO DO SUL (NOVA GERTI) - LINHA 8 DIAMANTE DA	9.867	4,25	-	2,12	6,37
TUCURUVI	COMUM	008	209	-	Integração com LINHA 9 ESMERALDA DA CPTM-SAO CAETANO DO SUL (NOVA GERTI) - LINHA 9 ESMERALD	9.867	4,25	-	2,12	6,37
TUCURUVI	COMUM	008	210	-	Integração com LINHA 10 TURQUESA DA CPTM-SAO CAETANO DO SUL (NOVA GERTI) - LINHA 1- TURQUESA	9.867	4,25	-	2,12	6,37
TUCURUVI	COMUM	008	211	-	Integração com LINHA 11 CORAL DA CPTM-SAO CAETANO DO SUL (NOVA GERTI) - LINHA 11 CORAL DA CPT	9.867	4,25	-	2,12	6,37
TUCURUVI	COMUM	008	212	-	Integração com LINHA 12 SAFIRA DA CPTM-SAO CAETANO DO SUL (NOVA GERTI) - LINHA 12 SAFIRA DA CP	9.867	4,25	-	2,12	6,37
TUCURUVI	COMUM	008	215	-	Integração com LINHA 15 PRATA DO METRO-SAO CAETANO DO SUL (NOVA GERTI) - LINHA 15 PRATA DO ME	9.867	4,25	-	2,12	6,37
TUCURUVI	COMUM	008	401	-	Integração com LINHAS MUNICIPAIS DE SP QUE ATENDEM O TERM. SACOMA-SAO CAETANO DO SUL (NOVA	9.867	4,25	-	-	4,25
TUCURUVI	COMUM	047	-	-	SANTO ANDRE (VILA PALMARES)- SAO PAULO (TAMANDUATEI) via SAO CAETANO DO SUL (CENTRO)	10.700	3,90	-	-	3,90
TUCURUVI	COMUM	047	201	-	Integração com LINHA 1 AZUL DO METRO-SANTO ANDRE (VILA PALMARES) - LINHA 1 AZUL DO METRO	10.700	3,90	-	2,12	6,02
TUCURUVI	COMUM	047	202	-	Integração com LINHA 2 VERDE DO METRO-LINHA -47 - LINHA 2 VERDE DO METRO	10.700	3,90	-	2,12	6,02
TUCURUVI	COMUM	047	203	-	Integração com LINHA 3 VERMELHA DO METRO-SANTO ANDRE (VILA PALMARES) - LINHA 3 VERMELHA DO	10.700	3,90	-	2,12	6,02
TUCURUVI	COMUM	047	204	-	Integração com LINHA 4 AMARELA DO METRO-SANTO ANDRE (VILA PALMARES) - LINHA 4 AMARELA DO ME	10.700	3,90	-	2,12	6,02
TUCURUVI	COMUM	047	205	-	Integração com LINHA 5 LILAS DO METRO-SANTO ANDRE (VILA PALMARES) - LINHA 5 LILAS DO METRO	10.700	3,90	-	2,12	6,02
TUCURUVI	COMUM	047	207	-	Integração com LINHA 7 RUBI DA CPTM-SANTO ANDRE (VILA PALMARES) - LINHA 7 RUBI DA CPTM	10.700	3,90	-	2,12	6,02
TUCURUVI	COMUM	047	208	-	Integração com LINHA 8 DIAMANTE DA CPTM-SANTO ANDRE (VILA PALMARES) - LINHA 8 DIAMANTE DA CPT	10.700	3,90	-	2,12	6,02
TUCURUVI	COMUM	047	209	-	Integração com LINHA 9 ESMERALDA DA CPTM-SANTO ANDRE (VILA PALMARES) - LINHA 9 ESMERALDA DA	10.700	3,90	-	2,12	6,02
TUCURUVI	COMUM	047	210	-	Integração com LINHA 10 TURQUESA DA CPTM-LINHA -47 - LINHA 1- TURQUESA DA CPTM	10.700	3,90	-	2,12	6,02
TUCURUVI	COMUM	047	211	-	Integração com LINHA 11 CORAL DA CPTM-SANTO ANDRE (VILA PALMARES) - LINHA 11 CORAL DA CPTM	10.700	3,90	-	2,12	6,02
TUCURUVI	COMUM	047	212	-	Integração com LINHA 12 SAFIRA DA CPTM-SANTO ANDRE (VILA PALMARES) - LINHA 12 SAFIRA DA CPTM	10.700	3,90	-	2,12	6,02
TUCURUVI	COMUM	047	215	-	Integração com LINHA 15 PRATA DO METRO-SANTO ANDRE (VILA PALMARES) - LINHA 15 PRATA DO METRO	10.700	3,90	-	2,12	6,02
TUCURUVI	COMUM	123	-	-	SAO CAETANO DO SUL (TERMINAL RODOVIARIO NICOLAU DELIC)- SAO PAULO (TERMINAL SACOMA) via S	11.164	4,25	-	-	4,25
TUCURUVI	COMUM	123	201	-	Integração com LINHA 1 AZUL DO METRO-SAO CAETANO DO SUL (TERMINAL RODOVIARIO NICOLAU DELIC)	11.164	4,25	-	2,12	6,37
TUCURUVI	COMUM	123	202	-	Integração com LINHA 2 VERDE DO METRO-SAO CAETANO DO SUL (TERMINAL RODOVIARIO NICOLAU DELI	11.164	4,25	-	2,12	6,37
										
(*)A tarifa+pedágio:valor pago pelo usuário										
(1)O usuário c/ origem no Metrô ou SPTRANS, paga o complemento no Ônibus Interm.										
(2)Legenda p/ integ.tarifárias: 201 a 215: Trilhos; 300-399:Ônibus Interm.; 400-499:Ônibus Munic.; 500-699:Ônibus Cor. ABD										
										
										
										
										
										
RELATÓRIO TARIFÁRIO - RMSP										
										
Data da Vigência:	09.01.2016									
Data da Atualização:	14.03.2016									
			SEÇÃO/					PARCELA	PARCELA	TARIFA
CONSÓRCIO/EMPRESA	SERVIÇO	LINHA	INTEGRAÇÃO	CIRCULARDENOMINAÇÃO		EXTENSÃO	TARIFA	PEDÁGIO	INTEGRAÇÃO	+ PEDÁGIO
			-2						TRILHOS	+ TRILHOS
TUCURUVI	COMUM	123	203	-	Integração com LINHA 3 VERMELHA DO METRO-SAO CAETANO DO SUL (TERMINAL RODOVIARIO NICOLAU	11.164	4,25	-	2,12	6,37
TUCURUVI	COMUM	123	204	-	Integração com LINHA 4 AMARELA DO METRO-SAO CAETANO DO SUL (TERMINAL RODOVIARIO NICOLAU D	11.164	4,25	-	2,12	6,37
TUCURUVI	COMUM	123	205	-	Integração com LINHA 5 LILAS DO METRO-SAO CAETANO DO SUL (TERMINAL RODOVIARIO NICOLAU DELIC	11.164	4,25	-	2,12	6,37
TUCURUVI	COMUM	123	207	-	Integração com LINHA 7 RUBI DA CPTM-SAO CAETANO DO SUL (TERMINAL RODOVIARIO NICOLAU DELIC) -	11.164	4,25	-	2,12	6,37
TUCURUVI	COMUM	123	208	-	Integração com LINHA 8 DIAMANTE DA CPTM-SAO CAETANO DO SUL (TERMINAL RODOVIARIO NICOLAU DE	11.164	4,25	-	2,12	6,37
TUCURUVI	COMUM	123	209	-	Integração com LINHA 9 ESMERALDA DA CPTM-SAO CAETANO DO SUL (TERMINAL RODOVIARIO NICOLAU D	11.164	4,25	-	2,12	6,37
TUCURUVI	COMUM	123	210	-	Integração com LINHA 10 TURQUESA DA CPTM-SAO CAETANO DO SUL (TERMINAL RODOVIARIO NICOLAU D	11.164	4,25	-	2,12	6,37
TUCURUVI	COMUM	123	211	-	Integração com LINHA 11 CORAL DA CPTM-SAO CAETANO DO SUL (TERMINAL RODOVIARIO NICOLAU DELIC	11.164	4,25	-	2,12	6,37
TUCURUVI	COMUM	123	212	-	Integração com LINHA 12 SAFIRA DA CPTM-SAO CAETANO DO SUL (TERMINAL RODOVIARIO NICOLAU DELI	11.164	4,25	-	2,12	6,37
TUCURUVI	COMUM	123	215	-	Integração com LINHA 15 PRATA DO METRO-SAO CAETANO DO SUL (TERMINAL RODOVIARIO NICOLAU DEL	11.164	4,25	-	2,12	6,37
TUCURUVI	COMUM	123	401	-	Integração com LINHAS MUNICIPAIS DE SP QUE ATENDEM O TERM. SACOMA-SAO CAETANO DO SUL (TERM	11.164	4,25	-	-	4,25
TUCURUVI	COMUM	494	-	C	SAO CAETANO DO SUL (TERMINAL RODOVIARIO NICOLAU DELIC)- SAO PAULO (METRO ALTO DO IPIRANG	30.482	4,25	-	-	4,25
TUCURUVI	COMUM	494	201	C	Integração com LINHA 1 AZUL DO METRO-SAO CAETANO DO SUL (TERMINAL RODOVIARIO NICOLAU DELIC)	30.482	4,25	-	2,12	6,37
TUCURUVI	COMUM	494	202	C	Integração com LINHA 2 VERDE DO METRO-SAO CAETANO DO SUL (TERMINAL RODOVIARIO NICOLAU DELI	30.482	4,25	-	2,12	6,37
TUCURUVI	COMUM	494	203	C	Integração com LINHA 3 VERMELHA DO METRO-SAO CAETANO DO SUL (TERMINAL RODOVIARIO NICOLAU	30.482	4,25	-	2,12	6,37
TUCURUVI	COMUM	494	204	C	Integração com LINHA 4 AMARELA DO METRO-SAO CAETANO DO SUL (TERMINAL RODOVIARIO NICOLAU D	30.482	4,25	-	2,12	6,37
TUCURUVI	COMUM	494	205	C	Integração com LINHA 5 LILAS DO METRO-SAO CAETANO DO SUL (TERMINAL RODOVIARIO NICOLAU DELIC	30.482	4,25	-	2,12	6,37
TUCURUVI	COMUM	494	207	C	Integração com LINHA 7 RUBI DA CPTM-SAO CAETANO DO SUL (TERMINAL RODOVIARIO NICOLAU DELIC) -	30.482	4,25	-	2,12	6,37
TUCURUVI	COMUM	494	208	C	Integração com LINHA 8 DIAMANTE DA CPTM-SAO CAETANO DO SUL (TERMINAL RODOVIARIO NICOLAU DE	30.482	4,25	-	2,12	6,37
TUCURUVI	COMUM	494	209	C	Integração com LINHA 9 ESMERALDA DA CPTM-SAO CAETANO DO SUL (TERMINAL RODOVIARIO NICOLAU D	30.482	4,25	-	2,12	6,37
TUCURUVI	COMUM	494	210	C	Integração com LINHA 10 TURQUESA DA CPTM-SAO CAETANO DO SUL (TERMINAL RODOVIARIO NICOLAU D	30.482	4,25	-	2,12	6,37
TUCURUVI	COMUM	494	211	C	Integração com LINHA 11 CORAL DA CPTM-SAO CAETANO DO SUL (TERMINAL RODOVIARIO NICOLAU DELIC	30.482	4,25	-	2,12	6,37
TUCURUVI	COMUM	494	212	C	Integração com LINHA 12 SAFIRA DA CPTM-SAO CAETANO DO SUL (TERMINAL RODOVIARIO NICOLAU DELI	30.482	4,25	-	2,12	6,37
TUCURUVI	COMUM	494	215	C	Integração com LINHA 15 PRATA DO METRO-SAO CAETANO DO SUL (TERMINAL RODOVIARIO NICOLAU DEL	30.482	4,25	-	2,12	6,37
TUCURUVI	COMUM	494	401	C	Integração com LINHAS MUNICIPAIS DE SP QUE ATENDEM O TERM. SACOMA-SAO CAETANO DO SUL (TERM	30.482	4,25	-	-	4,25
UNILESTE	COMUM	025	-	-	SUZANO (CIDADE EDSON)- MOGI DAS CRUZES (ESTACAO CPTM ESTUDANTES)	20.075	4,25	-	-	4,25
UNILESTE	COMUM	025	201	-	Integração com LINHA 1 AZUL DO METRO-SUZANO (CIDADE EDSON) - LINHA 1 AZUL DO METRO	20.075	4,25	-	2,12	6,37
UNILESTE	COMUM	025	202	-	Integração com LINHA 2 VERDE DO METRO-SUZANO (CIDADE EDSON) - LINHA 2 VERDE DO METRO	20.075	4,25	-	2,12	6,37
UNILESTE	COMUM	025	203	-	Integração com LINHA 3 VERMELHA DO METRO-SUZANO (CIDADE EDSON) - LINHA 3 VERMELHA DO METRO	20.075	4,25	-	2,12	6,37
UNILESTE	COMUM	025	204	-	Integração com LINHA 4 AMARELA DO METRO-SUZANO (CIDADE EDSON) - LINHA 4 AMARELA DO METRO	20.075	4,25	-	2,12	6,37
UNILESTE	COMUM	025	205	-	Integração com LINHA 5 LILAS DO METRO-SUZANO (CIDADE EDSON) - LINHA 5 LILAS DO METRO	20.075	4,25	-	2,12	6,37
UNILESTE	COMUM	025	207	-	Integração com LINHA 7 RUBI DA CPTM-SUZANO (CIDADE EDSON) - LINHA 7 RUBI DA CPTM	20.075	4,25	-	2,12	6,37
UNILESTE	COMUM	025	208	-	Integração com LINHA 8 DIAMANTE DA CPTM-SUZANO (CIDADE EDSON) - LINHA 8 DIAMANTE DA CPTM	20.075	4,25	-	2,12	6,37
UNILESTE	COMUM	025	209	-	Integração com LINHA 9 ESMERALDA DA CPTM-SUZANO (CIDADE EDSON) - LINHA 9 ESMERALDA DA CPTM	20.075	4,25	-	2,12	6,37
UNILESTE	COMUM	025	210	-	Integração com LINHA 10 TURQUESA DA CPTM-SUZANO (CIDADE EDSON) - LINHA 1- TURQUESA DA CPTM	20.075	4,25	-	2,12	6,37
UNILESTE	COMUM	025	211	-	Integração com LINHA 11 CORAL DA CPTM-SUZANO (CIDADE EDSON) - LINHA 11 CORAL DA CPTM	20.075	4,25	-	2,12	6,37
UNILESTE	COMUM	025	212	-	Integração com LINHA 12 SAFIRA DA CPTM-SUZANO (CIDADE EDSON) - LINHA 12 SAFIRA DA CPTM	20.075	4,25	-	2,12	6,37
UNILESTE	COMUM	025	215	-	Integração com LINHA 15 PRATA DO METRO-SUZANO (CIDADE EDSON) - LINHA 15 PRATA DO METRO	20.075	4,25	-	2,12	6,37
UNILESTE	COMUM	026	-	-	POA (TERMINAL RODOVIARIO JARDIM SAO JOSE)- SAO PAULO (SAO MIGUEL PAULISTA)	30.529	4,25	-	-	4,25
										
(*)A tarifa+pedágio:valor pago pelo usuário										
(1)O usuário c/ origem no Metrô ou SPTRANS, paga o complemento no Ônibus Interm.										
(2)Legenda p/ integ.tarifárias: 201 a 215: Trilhos; 300-399:Ônibus Interm.; 400-499:Ônibus Munic.; 500-699:Ônibus Cor. ABD										
										
										
										
										
										
RELATÓRIO TARIFÁRIO - RMSP										
										
Data da Vigência:	09.01.2016									
Data da Atualização:	14.03.2016									
			SEÇÃO/					PARCELA	PARCELA	TARIFA
CONSÓRCIO/EMPRESA	SERVIÇO	LINHA	INTEGRAÇÃO	CIRCULARDENOMINAÇÃO		EXTENSÃO	TARIFA	PEDÁGIO	INTEGRAÇÃO	+ PEDÁGIO
			-2						TRILHOS	+ TRILHOS
UNILESTE	COMUM	026	201	-	Integração com LINHA 1 AZUL DO METRO-POA (TERMINAL RODOVIARIO JARDIM SAO JOSE) - LINHA 1 AZUL	30.529	4,25	-	2,12	6,37
UNILESTE	COMUM	026	202	-	Integração com LINHA 2 VERDE DO METRO-POA (TERMINAL RODOVIARIO JARDIM SAO JOSE) - LINHA 2 VER	30.529	4,25	-	2,12	6,37
UNILESTE	COMUM	026	203	-	Integração com LINHA 3 VERMELHA DO METRO-POA (TERMINAL RODOVIARIO JARDIM SAO JOSE) - LINHA 3	30.529	4,25	-	2,12	6,37
UNILESTE	COMUM	026	204	-	Integração com LINHA 4 AMARELA DO METRO-POA (TERMINAL RODOVIARIO JARDIM SAO JOSE) - LINHA 4 A	30.529	4,25	-	2,12	6,37
UNILESTE	COMUM	026	205	-	Integração com LINHA 5 LILAS DO METRO-POA (TERMINAL RODOVIARIO JARDIM SAO JOSE) - LINHA 5 LILAS	30.529	4,25	-	2,12	6,37
UNILESTE	COMUM	026	207	-	Integração com LINHA 7 RUBI DA CPTM-POA (TERMINAL RODOVIARIO JARDIM SAO JOSE) - LINHA 7 RUBI DA	30.529	4,25	-	2,12	6,37
UNILESTE	COMUM	026	208	-	Integração com LINHA 8 DIAMANTE DA CPTM-POA (TERMINAL RODOVIARIO JARDIM SAO JOSE) - LINHA 8 DI	30.529	4,25	-	2,12	6,37
UNILESTE	COMUM	026	209	-	Integração com LINHA 9 ESMERALDA DA CPTM-POA (TERMINAL RODOVIARIO JARDIM SAO JOSE) - LINHA 9	30.529	4,25	-	2,12	6,37
UNILESTE	COMUM	026	210	-	Integração com LINHA 10 TURQUESA DA CPTM-POA (TERMINAL RODOVIARIO JARDIM SAO JOSE) - LINHA 1-	30.529	4,25	-	2,12	6,37
UNILESTE	COMUM	026	211	-	Integração com LINHA 11 CORAL DA CPTM-POA (TERMINAL RODOVIARIO JARDIM SAO JOSE) - LINHA 11 CO	30.529	4,25	-	2,12	6,37
UNILESTE	COMUM	026	212	-	Integração com LINHA 12 SAFIRA DA CPTM-POA (TERMINAL RODOVIARIO JARDIM SAO JOSE) - LINHA 12 SA	30.529	4,25	-	2,12	6,37
UNILESTE	COMUM	026	215	-	Integração com LINHA 15 PRATA DO METRO-POA (TERMINAL RODOVIARIO JARDIM SAO JOSE) - LINHA 15 P	30.529	4,25	-	2,12	6,37
UNILESTE	COMUM	026	301	-	Integração com Linha 205-POA (TERMINAL RODOVIARIO JARDIM SAO JOSE) - SAO PAULO (PARQUE DOM PE	49.545	4,25	-	-	4,25
UNILESTE	COMUM	038	-	-	MOGI DAS CRUZES (ESTACAO CPTM ESTUDANTES)- SAO PAULO (METRO ARMENIA) via RODOVIA PRESID	65.705	6,95	-	-	6,95
UNILESTE	COMUM	038	01	-	MOGI DAS CRUZES (ESTACAO CPTM ESTUDANTES) - SUZANO (DIV.SUZANO/POA)	18.954	4,25	-	-	4,25
UNILESTE	COMUM	038	02	-	MOGI CRUZES (ESTACAO CPTM ESTUDANTES) - ITAQUA (JD. MONTE BELO-DIV.ITAQUA/SP)	23.988	5,20	-	-	5,20
UNILESTE	COMUM	038	03	-	SUZANO(TECELAGEM SUZUKI) - GUARULHOS (TREVO FERNAO DIAS)	39.731	6,20	-	-	6,20
UNILESTE	COMUM	038	04	-	ITAQUA.(JD.M.BELO/DIVISA ITAQUA/SP) - SAO PAULO (ARMENIA)	41.711	6,20	-	-	6,20
UNILESTE	COMUM	038	05	-	SAO PAULO(S.MIGUEL PTA.) - GUARULHOS (TREVO FERNAO DIAS)	21.674	4,90	-	-	4,90
UNILESTE	COMUM	038	201	-	Integração com LINHA 1 AZUL DO METRO-MOGI DAS CRUZES (ESTACAO CPTM ESTUDANTES) - LINHA 1 AZ	65.705	6,95	-	2,12	9,07
UNILESTE	COMUM	038	202	-	Integração com LINHA 2 VERDE DO METRO-MOGI DAS CRUZES (ESTACAO CPTM ESTUDANTES) - LINHA 2 V	65.705	6,95	-	2,12	9,07
UNILESTE	COMUM	038	203	-	Integração com LINHA 3 VERMELHA DO METRO-MOGI DAS CRUZES (ESTACAO CPTM ESTUDANTES) - LINHA	65.705	6,95	-	2,12	9,07
UNILESTE	COMUM	038	204	-	Integração com LINHA 4 AMARELA DO METRO-MOGI DAS CRUZES (ESTACAO CPTM ESTUDANTES) - LINHA	65.705	6,95	-	2,12	9,07
UNILESTE	COMUM	038	205	-	Integração com LINHA 5 LILAS DO METRO-MOGI DAS CRUZES (ESTACAO CPTM ESTUDANTES) - LINHA 5 LIL	65.705	6,95	-	2,12	9,07
UNILESTE	COMUM	038	207	-	Integração com LINHA 7 RUBI DA CPTM-MOGI DAS CRUZES (ESTACAO CPTM ESTUDANTES) - LINHA 7 RUBI	65.705	6,95	-	2,12	9,07
UNILESTE	COMUM	038	208	-	Integração com LINHA 8 DIAMANTE DA CPTM-MOGI DAS CRUZES (ESTACAO CPTM ESTUDANTES) - LINHA 8	65.705	6,95	-	2,12	9,07
UNILESTE	COMUM	038	209	-	Integração com LINHA 9 ESMERALDA DA CPTM-MOGI DAS CRUZES (ESTACAO CPTM ESTUDANTES) - LINHA	65.705	6,95	-	2,12	9,07
UNILESTE	COMUM	038	210	-	Integração com LINHA 10 TURQUESA DA CPTM-MOGI DAS CRUZES (ESTACAO CPTM ESTUDANTES) - LINHA	65.705	6,95	-	2,12	9,07
UNILESTE	COMUM	038	211	-	Integração com LINHA 11 CORAL DA CPTM-MOGI DAS CRUZES (ESTACAO CPTM ESTUDANTES) - LINHA 11 C	65.705	6,95	-	2,12	9,07
UNILESTE	COMUM	038	212	-	Integração com LINHA 12 SAFIRA DA CPTM-MOGI DAS CRUZES (ESTACAO CPTM ESTUDANTES) - LINHA 12 S	65.705	6,95	-	2,12	9,07
UNILESTE	COMUM	038	215	-	Integração com LINHA 15 PRATA DO METRO-MOGI DAS CRUZES (ESTACAO CPTM ESTUDANTES) - LINHA 15	65.705	6,95	-	2,12	9,07
UNILESTE	COMUM	038VP1	-	-	SAO PAULO (SAO MIGUEL PAULISTA)- SAO PAULO (METRO ARMENIA) via GUARULHOS (CIDADE JARDIM C	32.961	5,70	-	-	5,70
UNILESTE	COMUM	038VP1	201	-	Integração com LINHA 1 AZUL DO METRO-SAO PAULO (SAO MIGUEL PAULISTA) - LINHA 1 AZUL DO METRO	32.961	5,70	-	2,12	7,82
UNILESTE	COMUM	038VP1	202	-	Integração com LINHA 2 VERDE DO METRO-SAO PAULO (SAO MIGUEL PAULISTA) - LINHA 2 VERDE DO MET	32.961	5,70	-	2,12	7,82
UNILESTE	COMUM	038VP1	203	-	Integração com LINHA 3 VERMELHA DO METRO-SAO PAULO (SAO MIGUEL PAULISTA) - LINHA 3 VERMELHA	32.961	5,70	-	2,12	7,82
UNILESTE	COMUM	038VP1	204	-	Integração com LINHA 4 AMARELA DO METRO-SAO PAULO (SAO MIGUEL PAULISTA) - LINHA 4 AMARELA DO	32.961	5,70	-	2,12	7,82
UNILESTE	COMUM	038VP1	205	-	Integração com LINHA 5 LILAS DO METRO-SAO PAULO (SAO MIGUEL PAULISTA) - LINHA 5 LILAS DO METRO	32.961	5,70	-	2,12	7,82
UNILESTE	COMUM	038VP1	207	-	Integração com LINHA 7 RUBI DA CPTM-SAO PAULO (SAO MIGUEL PAULISTA) - LINHA 7 RUBI DA CPTM	32.961	5,70	-	2,12	7,82
UNILESTE	COMUM	038VP1	208	-	Integração com LINHA 8 DIAMANTE DA CPTM-SAO PAULO (SAO MIGUEL PAULISTA) - LINHA 8 DIAMANTE DA	32.961	5,70	-	2,12	7,82
										
(*)A tarifa+pedágio:valor pago pelo usuário										
(1)O usuário c/ origem no Metrô ou SPTRANS, paga o complemento no Ônibus Interm.										
(2)Legenda p/ integ.tarifárias: 201 a 215: Trilhos; 300-399:Ônibus Interm.; 400-499:Ônibus Munic.; 500-699:Ônibus Cor. ABD										
										
										
										
										
										
RELATÓRIO TARIFÁRIO - RMSP										
										
Data da Vigência:	09.01.2016									
Data da Atualização:	14.03.2016									
			SEÇÃO/					PARCELA	PARCELA	TARIFA
CONSÓRCIO/EMPRESA	SERVIÇO	LINHA	INTEGRAÇÃO	CIRCULARDENOMINAÇÃO		EXTENSÃO	TARIFA	PEDÁGIO	INTEGRAÇÃO	+ PEDÁGIO
			-2						TRILHOS	+ TRILHOS
UNILESTE	COMUM	038VP1	209	-	Integração com LINHA 9 ESMERALDA DA CPTM-SAO PAULO (SAO MIGUEL PAULISTA) - LINHA 9 ESMERALDA	32.961	5,70	-	2,12	7,82
UNILESTE	COMUM	038VP1	210	-	Integração com LINHA 10 TURQUESA DA CPTM-SAO PAULO (SAO MIGUEL PAULISTA) - LINHA 1- TURQUESA	32.961	5,70	-	2,12	7,82
UNILESTE	COMUM	038VP1	211	-	Integração com LINHA 11 CORAL DA CPTM-SAO PAULO (SAO MIGUEL PAULISTA) - LINHA 11 CORAL DA CPT	32.961	5,70	-	2,12	7,82
UNILESTE	COMUM	038VP1	212	-	Integração com LINHA 12 SAFIRA DA CPTM-SAO PAULO (SAO MIGUEL PAULISTA) - LINHA 12 SAFIRA DA CPT	32.961	5,70	-	2,12	7,82
UNILESTE	COMUM	038VP1	215	-	Integração com LINHA 15 PRATA DO METRO-SAO PAULO (SAO MIGUEL PAULISTA) - LINHA 15 PRATA DO ME	32.961	5,70	-	2,12	7,82
UNILESTE	COMUM	039	-	-	SUZANO (CIDADE EDSON)- MOGI DAS CRUZES (ESTACAO CPTM ESTUDANTES) via SUZANO (SANTA CASA	18.442	4,25	-	-	4,25
UNILESTE	COMUM	039	201	-	Integração com LINHA 1 AZUL DO METRO-SUZANO (CIDADE EDSON) - LINHA 1 AZUL DO METRO	18.442	4,25	-	2,12	6,37
UNILESTE	COMUM	039	202	-	Integração com LINHA 2 VERDE DO METRO-SUZANO (CIDADE EDSON) - LINHA 2 VERDE DO METRO	18.442	4,25	-	2,12	6,37
UNILESTE	COMUM	039	203	-	Integração com LINHA 3 VERMELHA DO METRO-SUZANO (CIDADE EDSON) - LINHA 3 VERMELHA DO METRO	18.442	4,25	-	2,12	6,37
UNILESTE	COMUM	039	204	-	Integração com LINHA 4 AMARELA DO METRO-SUZANO (CIDADE EDSON) - LINHA 4 AMARELA DO METRO	18.442	4,25	-	2,12	6,37
UNILESTE	COMUM	039	205	-	Integração com LINHA 5 LILAS DO METRO-SUZANO (CIDADE EDSON) - LINHA 5 LILAS DO METRO	18.442	4,25	-	2,12	6,37
UNILESTE	COMUM	039	207	-	Integração com LINHA 7 RUBI DA CPTM-SUZANO (CIDADE EDSON) - LINHA 7 RUBI DA CPTM	18.442	4,25	-	2,12	6,37
UNILESTE	COMUM	039	208	-	Integração com LINHA 8 DIAMANTE DA CPTM-SUZANO (CIDADE EDSON) - LINHA 8 DIAMANTE DA CPTM	18.442	4,25	-	2,12	6,37
UNILESTE	COMUM	039	209	-	Integração com LINHA 9 ESMERALDA DA CPTM-SUZANO (CIDADE EDSON) - LINHA 9 ESMERALDA DA CPTM	18.442	4,25	-	2,12	6,37
UNILESTE	COMUM	039	210	-	Integração com LINHA 10 TURQUESA DA CPTM-SUZANO (CIDADE EDSON) - LINHA 1- TURQUESA DA CPTM	18.442	4,25	-	2,12	6,37
UNILESTE	COMUM	039	211	-	Integração com LINHA 11 CORAL DA CPTM-SUZANO (CIDADE EDSON) - LINHA 11 CORAL DA CPTM	18.442	4,25	-	2,12	6,37
UNILESTE	COMUM	039	212	-	Integração com LINHA 12 SAFIRA DA CPTM-SUZANO (CIDADE EDSON) - LINHA 12 SAFIRA DA CPTM	18.442	4,25	-	2,12	6,37
UNILESTE	COMUM	039	215	-	Integração com LINHA 15 PRATA DO METRO-SUZANO (CIDADE EDSON) - LINHA 15 PRATA DO METRO	18.442	4,25	-	2,12	6,37
UNILESTE	COMUM	075	-	-	ARUJA (PARQUE RODRIGO BARRETO)- SAO PAULO (METRO BRAS) via ITAQUAQUECETUBA	50.033	6,40	-	-	6,40
UNILESTE	COMUM	075	01	-	ARUJA (PQ.RODRIGO BARRETO) - SAO PAULO (SAO MIGUEL PAULISTA)	27.732	4,25	-	-	4,25
UNILESTE	COMUM	075	02	-	ITAQUAQUECETUBA (JD. CAIUBI) - SAO PAULO (METRO BRAS)	39.443	5,65	-	-	5,65
